conference ID|year|name|description|url
5636|1998|1998 IEEE 40th Cement Industry Technical Conference||
5638|1998|1998 International Conference on Computers and Devices for Communication (CODEC)||http://www.auddy.com/codec/
5641|1999|AUTOTESTCON '99||http://www.autotestcon.com
5642|1998|1998 International Symposium on Mathematical Morphology - ISMM '98||http://www.cwi.nl/projects/morphology/ismm98
5645|1998|1998 Visual Communications and Image Processing Conference (VCIP '98)||
5649|1998|1998 International Conference on Energy Management and Power Delivery (EMPD '98)||http://www.ee.nus.sg/EMPD98
5650|2001|2001 IEEE/MTT-S International Microwave Symposium - MTT 2001||http://www.ims2001.org/
5651|1998|1998 IEEE 2nd World Conference on Photovoltaic Energy Conversion - WCPEC (A Joint Conference of PVSC, PVSEC & PSEC)||http://www.wip.tnet.de/pv98.html
5652|1998|1998 International Caracas Conference on Devices, Circuits and Systems (ICCDCS)||http://159.90.166.205/ICCDCS98
5653|1998|1998 2nd International Conference on Bioelectromagnetism - (ICBEM '98)||http://www.monash.edu.au/oce/icbem.html
5661|1998|1998 1st International Symposium on Communication Systems & Digital Signal Processing - (CSNDSP '98)||
5665|1998|1998 35th ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
5666|1999|1999 36th ACM/IEEE Design Automation Conference (DAC)||http://www.dac.com
5667|1998|1998 IEEE Intelligent Networks Workshop - IN '98||
5668|1998|1998 IEEE International Symposium on Circuits and Systems - ISCAS '98||
5669|2000|2000 IEEE International Symposium on Circuits and Systems - ISCAS 2000||http://iscas.epfl.ch
5670|2001|2001 IEEE International Symposium on Circuits and Systems - ISCAS 2001||http://www.elec.mq.edu.au/iscas01
5673|1998|1998 11th International Conference on High Power Electromagnetics (EUROEM '98)||http://physics.technion.ac.il/~peter/euroem98.html
5675|1998|1998 European Workshop on Low Temperature Electronics (WOLTE)||
5676|1998|1998 IEEE International Reliability Physics Symposium (IRPS)||http://www.irps.org
5678|1998|1998 1st Annual UCSD Conference on Wireless Communications||
5689|1998|1998 XVIIIth International Symposium on Discharges and Electrical Insulation in Vacuum (ISDEIV)||
5690|1998|1998 35th Annual Rocky Mountain Bioengineering Symposium||http://www.missouri.edu/~RMBS
5694|1998|1998 IEEE/IS&T 10th Image and Multidimensional Signal Processing Workshop||http://www.nt.e-technik.uni-erlangen.de/~imdsp
5695|1998|1998 IEEE Industry Applications Society Annual Meeting||http://www.udl.com/ieee-ias/
5696|1998|1998 International Conference on Microwave and Millimeter Wave Technology (ICMMT)||http://www.cie-china.org
5699|1999|1999 6th IEEE International Conference on Image Processing ICIP '99||http://icip99.ozawa.ics.keio.ac.jp/
5704|1998|1998 IEEE 14th International Conference on Data Engineering (ICDE 1998)||http://gump.bellcore.com:8000/icde98
5705|1998|1998 IEEE Symposium and Workshop on Engineering of Computer Based Systems (ECBS)||
5706|1998|1998 IEEE International Parallel Processing Symposium/ IEEE 9th Symposium on Parallel and Distributed Processing - IPPS/SPDP||http://www.ippsxx.org
5707|1998|1998 IEEE 20th International Conference on Software Engineering (ICSE)||
5709|1998|1998 IEEE 5th International Conference on Software Reuse||
5711|1999|1999 IEEE Nuclear & Space Radiation Effects Conference (NSREC '99)||http://www.nsrec.com
5712|1998|1998 International Conference on Modeling and Simulation of Microsystems, Semiconductors, Sensors and Actuators (MSM)||
5713|1998|1998 IEEE International Conference on Microelectronic Test Structures (ICMTS)||
5714|1998|1998 IEEE 56th Annual Device Research Conference (DRC)||http://ece-www.colorado.edu/~drc
5715|1998|1998 National Radio Science Conference (NRSC)||
5716|1998|1998 23rd Power Modulator Symposium||
5718|1998|1998 9th IEEE Workshop on Local & Metropolitan Area Networks (LANMAN)||
5719|1998|1998 5th International Workshop on Advanced Motion Control (AMC)||http://www.isr.uc.pt
5720|1998|1998 IEEE Radio Frequency Integrated Circuits Symposium (RFIC)||http://www.ieee/mtt/hmtl
5721|1998|1998 IEEE International Workshop on Statistical Metrology (IWSM)||
5722|1999|1999 IEEE International Electric Machines & Drives Conference - IEMDC||http://cialab.ee.washington.edu/IEMDC/home.htm
5723|1998|1998 IEEE Silicon Nanoelectronics Workshop (SNW)||
5724|1998|1998 12th International Conference on Ion Implantation Technology||http://nishiki.kuee.kyoto-u.ac.jp/IIT98
5725|1998|1998 International Conference on Integrated Circuit Yield||
5727|1998|1998 3rd International Symposium on Plasma Process Induced Damage (P2ID)||http://www.vacuum.org/nccavs/p2id
5728|1998|1998 IEEE Symposium on VLSI Circuits||http://www.ieee.org/conference/vlsi
5729|1998|1998 IEEE Symposium on VLSI Technology||http://www.ieee.org/conference/vlsi
5764|1998|1998 International Conference on Signal Processing (ICSP '98)||http://www.cie-china.org
5767|1998|1998 17th Southern Biomedical Engineering Conference||
5768|1998|1998 Computers in Cardiology Conference||http://www.ccf.org/ed/cic98
5769|1999|1999 Computers in Cardiology Conference||http://www.cinc.org
5771|1998|1998 16th IEEE Non-Volatile Semiconductor Memory Workshop (NVSM)||http://www.hea.com/heah2/flash/ailist1.htm
5773|1999|1999 IEEE International Conference on Robotics and Automation (ICRA)||http://www.cs.umn.edu/icra99
5774|1998|1998 VIII Mediterranean Conference on Medical and Biological Engineering and Computing - MEDICON '98||http://www.ucy.ac.cy/news/medicon.htm
5775|2002|2002 IEEE Antennas and Propagation Society International Symposium and URSI National Radio Science Meeting||http://www.ieeeaps.org/2002APSURSI
5783|1998|1998 International Conference on High-Power Particle Beams (BEAMS '98)||http://physics.technion.ac.il/~peter/beams98.html
5784|1998|1998 4th International High Temperature Electronics Conference||
5785|1998|1998 Conference on Optoelectronic and Microelectronic Materials & Devices (COMMAD)||http://www.ee.uwa.edu.au/~COMMAD98
5786|1998|1998 International Conference on Advances in Vehicle Control and Safety||http://w3.u-picardie.fr/~potelle
5788|1998|1998 Conference on Lasers & Electro-Optics Europe & The 6th European Quantum Electronics Convention CLEO EUROPE/EQEC||
5789|1998|1998 Conference on Optical Fiber Communication - OFC '98||http://www.osa.org
5790|1998|1998 Conference on Lasers & Electro-Optics & The International Electronics Conference - CLEO/IQEC||http://www.osa.org
5791|1998|1998 IEEE/LEOS Semiconductor Laser Conference||http://www.ieee.org/society/leos/islc.htm
5792|1998|1998 IEEE 10th International Conference on Indium Phosphide & Related Materials (IPRM)||http://www.ims.tsukuba.ac.jp/iprm98
5795|1998|1998 International Conference on Information Infrastructure||
5799|1998|1998 IEEE Human Interaction with Complex Systems Symposium||
5800|1998|1998 IEEE International SOI Conference||http://www.he.net/~meeting/soi98.html
5801|1998|1998 3rd International Conference on Automatic Face & Gesture Recognition (FG 1998)||http://www.mic.atr.co.jp/events.fg98
5804|1998|1998 IEEE Bipolar/BiCMOS Circuits and Technology Meeting - BCTM||http://www-snf.stanford.edu/Conferences/BCTM/
5806|1998|1998 IEEE Workshop on Content- Based Access of Image and Video Databases||http://www.ctr.columbia/~sfchang/wkshp.html
5808|1998|1998 33rd Intersociety Energy Conversion Engineering Conference - IECEC '98||http://www.inspi.ufl.edu/IECEC98
5809|1998|1998 IEEE International Electron Devices Meeting (IEDM)||http://www.ieee.org/conference/iedm
5810|1998|1998 IEEE Aerospace Conference||http://www.aeroconf.org
5811|1998|1998 Workshop on Electronic Components for the Commercialization of Military and Space Systems||
5816|1998|1998 Electrical Overstress/ Electrostatic Discharge Symposium (EOS/ESD)||http://www.eosesd.org
5817|1999|1999 IEEE Vehicular Technology Conference (VTC-99/FALL)||http://irctr.et.tudelft.nl/vtc99
5818|1998|1998 5th International Conference on Solid-State and IC Technology (ICSICT)||
5819|2000|2000 IEEE Pulp and Paper Industry Conference - PPIC||http://www.headsouth.com/ieee
5820|1998|1998 IEEE/SP 9th Workshop on Statistical Signal and Array Processing||http://www.ee.pdx.edu/conferences/SSAP-98
5823|1998|1998 IEEE Custom Integrated Circuits Conference - CICC '98||http://www.ieee.org/conference/cicc
5824|1998|1998 24th European Solid-State Circuits Conference (ESSCIRC '98)||http://www.esscirc.org
5825|1998|1998 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)||http://www.iccad.com
5826|1998|1998 22nd Annual Electron Devices Activities in Western New York Conference (AWNYC)||
5827|2001|2001 IEEE Industry Applications Society Annual Meeting||http://www.ieee.org/ias2001
5828|1998|1998 3rd International Conference on Adhesive Joining and Coating Technology in Electronic Manufacturing (ADHESIVES '98)||http://www.ee.binghamton.edu/conference/cpmt.html
5829|1998|ESSDERC '98 - 1998 28th European Solid State Device Research Conference||http://www.essderc.org
5833|1998|1998 6th International Workshop on Computational Electronics (IWCE-6)||http://www-e7.ele.eng.osaka-u.ac.jp/iwce-6
5834|1998|1998 International Semiconductor Conference (CAS '98)||http://www.imt.pub.ro/CAS
5835|1998|1998 11th International Conference on VLSI Design||
5837|1998|1998 6th IEEE Workshop on Computers in Power Electronics (COMPEL)||http://linux.etec.polimi.it/wcpe98/present.html
5838|1998|1998 IEEE Virtual Reality Annual International Symposium  (VRAIS)||http://www.eece.unm.edu/eece/conf/vrais/
5842|1998|1998 IEEE 28th Semiconductor Interface Specialists Conference (SISC)||
5843|1998|1998 IEEE/SEMI Advanced Semiconductor Manufacturing Conference and Workshop (ASMC)||
5844|1998|1998 IEEE GaAs IC Symposium||http://www.gaasic.org
5845|1998|INFOCOM '98||http://www.comsoc.org/confs/infocom/98
5846|1998|1998 IEEE Workshop on Signal Processing Systems Design & Implementation (SIPS)||http://www.cdsp.neu.edu/sips98
5848|1998|1998 Semiconductor Manufacturing Technology Workshop (SMTW)||http://www.tsia.org.tw/smtw98.htm
5849|1998|1998 IEEE International Interconnect Technology Conference - IITC||http://www.ieee.org/conference/iitc
5850|1998|1998 1st IEEE-CAS Workshop on Wireless Communication Circuits and Systems||
5851|1998|1998 IEEE International Integrated Reliability Workshop (IRWS)||http://irps.org/irw
5853|1998|1998 IEEE/AIAA 17th Digital Avionics Systems Conference (DASC)||http://www.airfax.com/dasc/
5854|1998|1998 IEEE International Symposium on Electronics and the Environment (ISEE)||http://www.ieee.org/tab/international_symposium_on_elect.htm
5856|2001|2001 IEEE 10th International Fuzzy Systems Conference||http://www.csse.melbourne.edu/FUZZ-IEEE2001
5858|1998|1998 International Symposium on Signals, Systems and Electronics (ISSSE '98)||http://www.iet.unipi/~luise/ISSSE98
5859|1998|1998 International Conference on Solid State Devices and Materials (SSDM)||http://bcasj.or.jp/conference/ssdm
5864|1998|1998 4th International Symposium on Advanced Research in Asynchronous Circuits and Systems - ASYNC||http:\\paradis.ucsd.edu/async98
5866|1998|1998 IEEE International Conference on Semiconductor Electronics (ICSE)||
5867|1998|1998 International Kharkov Symposium Physics and Engrg. of Millimeter and Sub-Millimeter Waves (MSMW)||
5868|1998|1998 High Performance Electron Devices for Microwave & Optoelectronic Applications - EDMO '98||http://www.ee.umist.ac.uk/new/edmo98.html
5869|1998|1998 International Conference on Mathematical Methods in Electromagnetic Theory (MMET)||http://emlib.jpl.nasa.gov/EMLIB/mmet98.html
5870|1998|1998 4th International Conference on Actual Problems of Electronic Instrument Engineering - APEIE||
5879|1998|1998 30th Southeastern Symposium on System Theory||
5881|1998|1998 International Symposium on Ultra Clean Processing of Silicon Surfaces (UCPSS '98)||http://www.imec.be/ucpss/ucpss.html
5882|1999|1999 13th Optical Fiber Sensors Conference (OFS'13)||
5883|1998|1998 3rd Optoelectronics and Communications Conference (OECC)||http://onlab.tas.ntt.co.jp/APC/OECC/oecc98.html
5884|1998|1998 International Topical Meeting on Optics in Computing (OC'98)||http://www.phat.vub.ac.be/oc98
5885|1998|1998 Canadian Conference on Electrical and Computer Engineering - CCECE||http://pe.uwaterloo.ca/~ccece98
5889|1998|1998 IEEE Rural Electric Power Conference (REPC)||
5890|1998|1998 IEEE Position, Location and Navigation Symposium - PLANS '98||http://www.ieee.org/conference/plans
5891|1999|1999 IEEE Emerging Technology Symposium on Wireless Communications and Systems||http://ieeedallas-ets.org/
5892|1998|1998 2nd International Conference on Knowledge Based Intelligent Electronic Systems||http://www.kes.unisa.edu.au
5893|1999|1999 IEEE Instrumentation & Measurement Technology Conference - IMTC '99||
5894|1998|1998 International Workshop on Chip Package Co-Design (CPD)||http://www.ife.ee.ethz.ch/CPD98
5895|1998|1998 8th International IMEKO Conference on Measurement in Clinical Medicine and 12th International Symposium on Biomedical Engineering||http://www.imeko-bmi98.hr
5896|1998|1998 IEEE Nuclear Science Symposium - NSS '98||http://www.nss98.bnl.gov
5898|1998|1998 International Microprocesses and Nanotechnology Conference (MNC)||http://www.nano.ee.es.osaka-u.ac.jp/mnc
5899|1998|1998 Hong Kong Electron Devices Meeting||
5902|1998|1998 Engineering Foundation Conference on High Temperature Electronic Materials, Devices and Sensors||
5903|1998|1998 International Conference on Microelectronics - ICM||
5904|1998|1998 Topical Workshop on Heterostructure Microelectronics for Information System Applications (TWHM)||http://www.eecs.umich.edu/TWHM-ISA98
5905|1998|1998 28th International Symposium on Multiple-Valued Logic (ISMVL '98)||
5906|1998|1998 International Conference on Application of Concurrency to System Design||http://www.u-aizu.ac.jp/csd98
5907|1998|1998 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)||
5908|1998|1998 IEEE Workshop on Visual Surveillance||http://www.umiacs.umd.edu/users/isd/iccv
5910|1998|SOUTHCON '98||http://www.southcon.com
5911|1998|NORTHCON '98||http://www.northcon.org
5912|1999|NORTHCON '99||http://www.northcon.org
5913|1998|NAECON '98 - National Aerospace and Electronics Conference||http://www.naecon.org
5914|1998|WESCON '98||http://www.wescon.com
5915|1999|WESCON '99||http://www.wescon.com
5916|2000|WESCON 2000||http://www.wescon.com
5920|1998|1998 IEEE/ATR Workshop on Computer Vision for Virtual Reality Based Human Communications||
5921|1998|1998 IEEE International Workshop on Model-Based 3D Image Analysis||http://www.iniria.fr/epidaure/personnel/subsol/MB3IA.html
5923|2000|2000 IEEE International Symposium on Information Theory- ISIT||http://www.unisa.it/isit2000
5924|1998|1998 6th International Workshop on Hardware Software Co-Design/CASHE||http:www.cs.washington.edu/research/codes98/
5925|1998|1998 IEEE 9th International Workshop on Software Specification and Design||salab-www.cs.titech.ac.jp/iwssd9.html
5926|1998|1998 IEEE International Conference on Consumer Electronics (ICCE)||
5927|1998|1998 International Conference on Spoken Language Processing (ICSLP)||
5930|1998|1998 International Conference on Simulation of Semiconductor Processes and Devices (SISPAD '98)||http://www.imec.be/6/sispad98
5931|1998|1998 International Symposium on Technology and Society (ISTAS '98)||http://www.iusb.edu/~cted/istas98
5933|1998|1998 IEEE Workshop on Biomedical Image Analysis (WBIA)||http://www.cise.ufl.edu/~vemuri/wbia/wbia.html
5934|1998|1998 IEEE Workshop on Content- Based Access of Image and Video Libraries||
5936|1998|1998 IEEE Workshop on Perceptual Organization in Computer Vision||
5938|1998|1998 IEEE ISIC/CIRA/ISAS - Joint - Intelligent Control/ Computational Intelligence in Robotics & Automation/ Intelligent Systems & Semiotic||http://isd.cme.nist.gov/proj/is98
5939|1998|1998 10th International Conference on Semiconducting & Insulating Materials - (SIMC X)||http://www.lbl.gov/~simc
5940|1998|1998 IEEE International Workshop on Embedded Fault- Tolerant Systems||
5941|1998|1998 IEEE Workshop on Signal Propagation on Interconnects (SPI)||http://www/tet.uni-hannover.de/SPI/spi.htm
5942|1998|1998 IEEE-APS Conference on Antennas and Propagation for Wireless Communications||http://www.tiac.net/users/tuli/apwc98/advance
5943|1999|1999 IEEE 14th International Symposium on Intelligent Control (ISIC)||http://watnow.uwaterloo.ca/~karray/tcic.html
5947|2000|2000 IEEE 27th International Conference on Plasma Sciences (ICOPS)||http://www.ece.msstate.edu/icops2000
5949|1998|1998 IEEE Workshop on Power Electronics in Transportation (WPET)||
5950|1999|1999 IEEE 8th International Fuzzy Systems Conference||http://ieeenn.sogang.ac.kr/fuzz-ieee99
5951|1998|1998 Conference on Computational Intelligence for Financial Engineering (CIFEr)||http://www.ieee.org/nnc/cifer98
5952|1998|1998 2nd International Conference on Evolvable Systems:  From Biology to Hardware - (ICES '98)||http://lslwww.epfl.ch/ices98
5954|1998|1998 European Conference on Networks and Optical Communications - (NOC '98)||http://www.dtrd.de/~herber/noc97.html
5955|1999|1999 13th International Zurich Symposium & Exhibition on Electromagnetic Compatibility||
5956|1998|1998 IEEE 8th Digital Signal Processing Workshop||http://www.egr.msu.edu/DSP98
5957|1998|1998 2nd Conference of the Israel Materials Union - (AGIL '98)||http://www.eng.tau.ac.il/Pages/Physical/AGIL-Conference.html
5960|1998|1998 IEEE Symposium on Computer-Based Medical Systems (CBMS)||
5961|1998|1998 IEEE-USA Technology Policy Council Symposium on "Space Technologies for Disaster Mitigation & Global Health"||http://www.ieee.org/usab
5962|1999|1999 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference (IMOC)||http://www.dmo.fee.unicamp.br/~imoc99
